datetime,precipitation_mm,soil_moisture,humidity_pct,temperature_c,rainfall_6h,rainfall_24h,rainfall_72h
2018-01-10 06:00:00+05:30,0.0,0.382,78.19735,7.4024997,0.0,0.0,0.0
2018-01-10 07:00:00+05:30,0.0,0.382,72.26308,10.952499,0.0,0.0,0.0
2018-01-10 08:00:00+05:30,0.0,0.382,70.61611,12.6025,0.0,0.0,0.0
2018-01-10 09:00:00+05:30,0.0,0.381,70.54085,13.452499,0.0,0.0,0.0
2018-01-10 10:00:00+05:30,0.0,0.38,69.934456,14.0025,0.0,0.0,0.0
2018-01-10 11:00:00+05:30,0.0,0.379,68.64983,14.6025,0.0,0.0,0.0
2018-01-10 12:00:00+05:30,0.0,0.378,71.22103,14.5025,0.0,0.0,0.0
2018-01-10 13:00:00+05:30,0.0,0.378,73.10574,14.202499,0.0,0.0,0.0
2018-01-10 14:00:00+05:30,0.0,0.377,73.07877,14.0525,0.0,0.0,0.0
2018-01-10 15:00:00+05:30,0.0,0.377,76.471794,13.3025,0.0,0.0,0.0
2018-01-10 16:00:00+05:30,0.0,0.376,82.17572,12.152499,0.0,0.0,0.0
2018-01-10 17:00:00+05:30,0.0,0.377,88.339294,10.702499,0.0,0.0,0.0
2018-01-10 18:00:00+05:30,0.0,0.377,79.76188,12.452499,0.0,0.0,0.0
2018-01-10 19:00:00+05:30,0.0,0.377,76.90861,12.8025,0.0,0.0,0.0
2018-01-10 20:00:00+05:30,0.0,0.377,80.80285,12.152499,0.0,0.0,0.0
2018-01-10 21:00:00+05:30,0.0,0.377,75.6285,12.8525,0.0,0.0,0.0
2018-01-10 22:00:00+05:30,0.0,0.377,78.14052,12.3025,0.0,0.0,0.0
2018-01-10 23:00:00+05:30,0.0,0.377,89.10407,9.0525,0.0,0.0,0.0
2018-01-11 00:00:00+05:30,0.0,0.378,87.87122,8.8025,0.0,0.0,0.0
2018-01-11 01:00:00+05:30,0.0,0.378,85.810814,9.0525,0.0,0.0,0.0
2018-01-11 02:00:00+05:30,0.0,0.378,86.049065,8.5025,0.0,0.0,0.0
2018-01-11 03:00:00+05:30,0.0,0.378,85.41499,8.1025,0.0,0.0,0.0
2018-01-11 04:00:00+05:30,0.0,0.378,84.78676,7.7525,0.0,0.0,0.0
2018-01-11 05:00:00+05:30,0.0,0.377,89.21514,6.6525,0.0,0.0,0.0
2018-01-11 06:00:00+05:30,0.0,0.377,81.90138,7.8525004,0.0,0.0,0.0
2018-01-11 07:00:00+05:30,0.0,0.377,76.57107,10.702499,0.0,0.0,0.0
2018-01-11 08:00:00+05:30,0.0,0.377,73.03699,12.452499,0.0,0.0,0.0
2018-01-11 09:00:00+05:30,0.0,0.377,70.06359,13.452499,0.0,0.0,0.0
2018-01-11 10:00:00+05:30,0.0,0.376,68.12634,14.3025,0.0,0.0,0.0
2018-01-11 11:00:00+05:30,0.0,0.375,66.64592,14.8525,0.0,0.0,0.0
2018-01-11 12:00:00+05:30,0.0,0.374,66.49558,15.202499,0.0,0.0,0.0
2018-01-11 13:00:00+05:30,0.0,0.373,71.65455,14.2525,0.0,0.0,0.0
2018-01-11 14:00:00+05:30,0.0,0.372,73.784256,13.8525,0.0,0.0,0.0
2018-01-11 15:00:00+05:30,0.0,0.372,76.73748,13.3525,0.0,0.0,0.0
2018-01-11 16:00:00+05:30,0.0,0.372,82.47156,12.3025,0.0,0.0,0.0
2018-01-11 17:00:00+05:30,0.0,0.373,91.654755,10.402499,0.0,0.0,0.0
2018-01-11 18:00:00+05:30,0.0,0.373,81.376015,12.3525,0.0,0.0,0.0
2018-01-11 19:00:00+05:30,0.0,0.373,77.96853,12.902499,0.0,0.0,0.0
2018-01-11 20:00:00+05:30,0.0,0.373,78.21637,12.8025,0.0,0.0,0.0
2018-01-11 21:00:00+05:30,0.0,0.373,79.46467,12.2525,0.0,0.0,0.0
2018-01-11 22:00:00+05:30,0.0,0.373,89.66415,8.402499,0.0,0.0,0.0
2018-01-11 23:00:00+05:30,0.0,0.373,84.90383,8.8025,0.0,0.0,0.0
